CustomerID,Revenue,Quantity,InvoiceNo
12919.0,1335.19,673,6
12920.0,162.78,128,1
12921.0,16587.09,9526,37
12922.0,405.38,370,1
12923.0,172.82,68,1
12924.0,933.7,481,4
12925.0,694.05,541,2
12928.0,2062.7000000000003,1472,5
12929.0,117.85,37,1
12930.0,415.8,252,2
12931.0,42055.96,28004,15
12933.0,607.53,499,3
12935.0,2160.7,1853,7
12936.0,1063.9,559,4
12937.0,1504.27,1007,4
12938.0,114.14,140,1
12939.0,11581.8,4876,8
12940.0,899.69,404,2
12942.0,675.6,198,3
12944.0,604.51,289,2
12945.0,462.95,165,1
12947.0,1603.99,1165,6
12948.0,2064.95,1080,7
12949.0,4167.22,2381,8
12950.0,1843.0,1380,3
12951.0,1064.07,503,6
12952.0,1387.79,653,4
12953.0,329.85,84,1
12955.0,4757.16,3664,11
12956.0,108.07,34,1
12957.0,4017.54,2549,8
12962.0,266.39,129,2
12963.0,1856.63,881,8
12965.0,769.8100000000001,282,1
12966.0,160.18,75,1
12967.0,1660.9,438,2
12968.0,135.95,73,1
12970.0,405.47,268,4
12971.0,11189.91,9289,86
12974.0,144.8,24,1
12976.0,738.6,561,1
12977.0,39.239999999999995,12,1
12980.0,7374.900000000001,886,9
12981.0,372.21999999999997,242,2
12982.0,390.54,288,1
12984.0,97.5,26,1
12985.0,1239.38,1533,2
12987.0,558.7,219,2
12988.0,505.82,126,1
12989.0,6924.110000000001,2943,15
12990.0,409.5,200,3
12991.0,503.76,405,2
12993.0,414.76,240,4
12994.0,974.4200000000001,459,3
12995.0,211.32,108,1
12997.0,1226.89,664,4
12999.0,455.88,342,3
13000.0,534.85,379,3
13001.0,9785.970000000001,5490,13
13002.0,120.94999999999999,73,1
13003.0,149.05,103,3
13004.0,5655.91,4822,18
13005.0,513.7,172,2
13006.0,81.57,55,1
13008.0,229.46999999999997,175,1
13011.0,50.550000000000004,13,1
13012.0,1646.8400000000001,820,8
13013.0,4810.9400000000005,2224,13
13014.0,3466.2799999999997,907,10
13015.0,3339.64,1609,5
13016.0,789.89,527,3
13017.0,204.0,48,1
13018.0,7277.7,5435,28
13021.0,2616.38,1352,9
13023.0,689.9,286,2
13026.0,975.36,1620,5
13027.0,6912.0,17280,6
13028.0,661.3199999999999,798,2
13029.0,1247.5,134,3
13030.0,752.4399999999999,348,2
13032.0,1010.18,375,2
13033.0,190.55,83,1
13034.0,642.77,369,2
13035.0,921.88,644,2
13037.0,881.07,431,3
13038.0,908.46,360,3
13040.0,676.99,355,2
13043.0,516.42,254,1
13044.0,560.47,429,1
13045.0,305.28000000000003,221,1
13046.0,629.31,264,2
13047.0,3237.54,1391,10
13048.0,1819.41,1228,4
13049.0,656.6800000000001,268,2
13050.0,5836.86,3748,17
13052.0,348.15000000000003,222,1
13055.0,1214.41,894,3
13058.0,271.40000000000003,52,3
13059.0,183.4,35,1
13060.0,307.53,123,1
13061.0,248.61,107,1
13062.0,346.98,343,1
13064.0,1105.59,514,4
13065.0,205.86,74,1
13066.0,470.8,322,2
13067.0,115.46000000000001,32,1
13068.0,344.0,200,2
13069.0,4431.44,5873,24
13070.0,228.8,110,1
13072.0,177.15,69,1
13075.0,919.61,485,1
13077.0,728.02,862,4
13078.0,12627.94,5630,26
13079.0,220.10000000000002,62,5
13080.0,58.08,120,1
13081.0,28337.38,19160,11
13082.0,3613.63,4324,9
13083.0,303.75,187,2
13085.0,416.08000000000004,216,2
13089.0,58762.08,31025,97
13090.0,8910.82,2263,14
13091.0,345.82,466,1
13092.0,477.83,279,5
13093.0,7832.47,3961,8
13094.0,1927.3200000000002,1716,12
13095.0,74.39999999999999,144,1
13097.0,6003.22,2360,10
13098.0,28882.44,15968,28
13099.0,207.35999999999999,288,1
13101.0,101.19,113,1
13102.0,6424.09,4204,24
13103.0,243.94,82,1
13104.0,1098.48,504,6
13106.0,76.5,18,1
13107.0,1531.6200000000001,1293,4
13108.0,350.06,298,1
13109.0,786.54,520,2
13110.0,1488.67,388,7
13113.0,12245.960000000001,3050,24
13115.0,2294.78,1567,4
13116.0,501.14,291,1
13117.0,984.91,945,8
13118.0,1197.81,410,5
13120.0,30.599999999999998,12,1
13121.0,283.73,252,1
13122.0,922.39,585,2
13124.0,3756.33,2119,3
13126.0,2099.64,2143,8
13127.0,259.17,127,1
13130.0,64.0,32,1
13131.0,1073.3,447,3
13132.0,77.3,20,1
13133.0,109.8,32,2
13134.0,1793.58,1059,4
13135.0,3096.0,4300,1
13136.0,2607.61,1328,5
13137.0,3603.29,2204,8
13138.0,962.39,473,6
13139.0,5064.94,2425,7
13140.0,422.47,185,3
13141.0,2388.75,1548,5
13142.0,307.09,258,1
13144.0,110.95,21,1
13145.0,618.52,145,4
13146.0,228.91,154,1
13147.0,712.8000000000001,144,4
13148.0,3683.26,1965,12
13149.0,1676.06,1280,4
13151.0,1257.8700000000001,363,1
13153.0,486.22,418,1
13155.0,971.76,497,4
13157.0,1741.22,1439,4
13158.0,1201.06,784,4
13159.0,1429.35,1058,4
13160.0,91.8,56,1
13161.0,112.75,29,1
13162.0,1688.29,1713,4
13165.0,1021.48,1376,2
13166.0,417.2,216,1
13167.0,791.33,785,4
13168.0,1299.59,670,4
13169.0,712.88,272,2
13170.0,108.81,141,1
13171.0,468.41,229,3
13173.0,353.65,277,2
13174.0,2742.82,1352,3
13176.0,481.49,448,1
13177.0,282.45,91,1
13178.0,5725.47,3570,11
13182.0,121.18,201,1
13183.0,3957.78,2208,9
13184.0,1668.95,1662,10
13185.0,71.4,12,1
13186.0,1575.89,820,3
13187.0,236.02,95,1
13188.0,114.60000000000001,25,1
13189.0,260.68,842,2
13192.0,911.94,595,2
13193.0,112.08,46,1
13194.0,60.7,26,1
13196.0,1797.78,1224,4
13198.0,3401.2400000000002,2648,6
13199.0,9817.12,6176,38
13200.0,870.09,516,4
13203.0,869.46,800,4
13207.0,250.26000000000002,130,2
13208.0,1217.65,803,6
13209.0,5891.61,4253,8
13210.0,353.48,316,1
13211.0,1095.42,834,3
13212.0,786.83,309,3
13213.0,1520.58,1360,5
13216.0,333.74,297,1
13217.0,533.98,262,3
13218.0,62.63999999999999,88,1
13220.0,819.2900000000001,196,4
13221.0,847.41,244,2
13223.0,163.20000000000002,88,2
13224.0,2155.95,1518,2
13225.0,6463.84,3416,7
13226.0,108.21000000000001,80,1
13227.0,257.7,99,1
13228.0,358.0,200,1
13229.0,160.95,63,1
13230.0,2755.63,1638,14
13232.0,1328.35,773,7
13233.0,605.12,1004,2
13235.0,1031.07,441,1
13236.0,744.85,416,2
13238.0,700.73,298,4
13239.0,329.56,363,1
13240.0,663.65,298,4
13242.0,270.40000000000003,130,3
13243.0,585.12,232,1
13244.0,121.74000000000001,38,1
13245.0,430.5,125,1
13246.0,1961.52,1587,6
13247.0,501.12,328,4
13248.0,465.68,305,2
13249.0,711.41,546,3
13253.0,1030.4,1572,2
13255.0,399.51,177,2
13256.0,0.0,12540,1
13258.0,672.83,282,3
13259.0,283.18,126,1
13260.0,557.62,142,1
13261.0,944.1,210,2
13262.0,200.29,125,1
13263.0,7436.93,4768,35
13265.0,2092.66,1740,5
13266.0,3834.2599999999998,4428,12
13267.0,4521.49,1969,19
13268.0,3174.75,3624,11
13269.0,5343.28,3513,15
13270.0,590.0,200,1
13271.0,211.49,240,1
13272.0,276.56,96,2
13273.0,138.98,153,1
13276.0,590.9300000000001,161,2
13277.0,258.4,176,4
13278.0,542.73,537,1
13279.0,137.75,73,1
13280.0,798.46,518,3
13282.0,1132.14,307,3
13283.0,93.66,90,2
13284.0,201.19,91,1
13285.0,2709.12,2051,4
13291.0,361.11,233,1
13292.0,578.9399999999999,347,2
13294.0,873.74,453,2
13295.0,201.20000000000002,82,1
13296.0,87.4,78,1
13297.0,2089.85,963,4
13298.0,360.0,96,1
13299.0,142.5,30,1
13300.0,371.89,203,1
13301.0,618.09,345,4
13302.0,63.75,5,1
13304.0,300.42,238,1
13305.0,2000.86,1232,10
13307.0,15.0,4,1
13308.0,1385.51,843,3
13309.0,1456.79,1544,5
13310.0,1132.03,587,3
13311.0,598.57,305,2
13313.0,1555.32,851,5
13314.0,775.94,560,3
13316.0,5732.93,5508,4
13317.0,2273.68,1035,6
13318.0,640.76,304,3
13319.0,10845.550000000001,4724,26
13320.0,1532.2,1086,4
13321.0,567.36,372,2
13322.0,199.48000000000002,117,1
13323.0,787.85,175,5
13324.0,7121.95,5205,10
13325.0,675.3,240,1
13327.0,3627.77,1600,8
13328.0,1308.48,680,1
13329.0,789.0,463,2
13330.0,1140.93,751,3
13332.0,350.9,179,1
13334.0,3502.32,1764,3
13336.0,795.12,559,1
13338.0,487.02,256,1
13339.0,860.12,326,1
13340.0,10736.48,5770,7
13341.0,775.85,301,1
13343.0,353.43,135,1
13344.0,2511.69,952,3
13345.0,389.5,141,1
13347.0,341.36,205,1
13348.0,233.76,136,1
13349.0,247.32,225,1
13350.0,979.12,287,2
13351.0,373.94,117,1
13352.0,397.97999999999996,321,1
13354.0,743.53,604,1
13355.0,674.7,314,1
13356.0,768.24,325,1
13357.0,609.4,321,1
13358.0,439.03,285,1
13359.0,439.56,161,1
13362.0,3090.7400000000002,1382,4
13363.0,992.5,710,2
13364.0,134.95999999999998,71,1
13365.0,2225.37,1247,2
13366.0,56.160000000000004,144,1
13368.0,623.4,327,2
13369.0,308.28000000000003,149,1
13370.0,754.87,343,1
13372.0,378.64,159,1
13373.0,3312.25,1651,3
13375.0,778.65,442,1
13376.0,1019.76,493,3
13379.0,572.56,601,3
13381.0,3639.31,2029,6
13382.0,222.99,131,1
13384.0,4151.93,2422,7
13385.0,534.57,281,1
13388.0,677.1,282,2
13389.0,797.96,429,3
13390.0,544.08,224,1
13391.0,59.8,4,1
13394.0,2520.02,2392,8
13395.0,307.72,336,1
13396.0,1360.99,600,2
13397.0,1544.13,430,5
13398.0,457.34,281,1
13402.0,621.23,479,2
13403.0,75.0,44,1
13404.0,252.49,111,2
13405.0,572.451,165,3
13408.0,28117.04,16232,62
13410.0,1003.06,518,5
13411.0,213.55,72,1
13414.0,1390.5,1574,3
13416.0,712.5,142,2
13417.0,640.83,162,2
13418.0,6127.43,3918,18
13419.0,221.06,275,1
13420.0,159.85,101,2
13421.0,1833.71,1128,2
13422.0,2626.3,1326,1
13425.0,1624.21,1123,3
13426.0,3641.32,2245,10
13427.0,582.6,545,3
13428.0,201.78,151,1
13429.0,1006.8,1390,4
13430.0,679.45,751,2
13431.0,1269.1,672,2
13434.0,534.24,300,2
13435.0,3809.8900000000003,2129,7
13436.0,196.89,76,1
13437.0,3408.06,1283,7
13439.0,283.71,242,1
13441.0,296.64,204,1
13447.0,1129.14,584,3
13448.0,3534.69,1648,6
13449.0,291.88,222,1
13450.0,2043.7199999999998,1982,6
13451.0,2898.2599999999998,2128,5
13452.0,590.0,2,2
13453.0,356.97999999999996,134,2
13455.0,1058.34,354,2
13456.0,1766.72,765,6
13458.0,9646.57,5508,14
13460.0,183.44,286,2
13461.0,1445.0,1170,3
13462.0,151.5,62,1
13464.0,674.68,403,1
13466.0,307.9,259,1
13467.0,1071.91,580,2
13468.0,5704.97,2589,37
13470.0,165.0,100,2
13471.0,2501.84,1583,4
13473.0,422.64,266,2
13474.0,226.84,129,1
13475.0,1431.78,1012,4
13476.0,1238.47,417,2
13477.0,1454.58,1021,6
13479.0,300.95,134,2
13481.0,1804.56,1142,5
13482.0,184.64,116,1
13483.0,140.34,160,1
13484.0,313.8,44,1
13485.0,454.24,277,1
13486.0,1122.41,669,3
13487.0,575.4,265,3
13488.0,8968.31,4518,13
13489.0,449.52,560,4
13491.0,1215.82,903,10
13492.0,1269.84,408,3
13493.0,618.63,380,2
13494.0,316.26000000000005,162,1
13495.0,2044.8700000000001,829,5
13496.0,653.33,341,2
13497.0,348.05,163,2
13499.0,1159.11,1365,5
13500.0,1166.77,609,3
13501.0,1340.32,560,1
13502.0,292.0,264,3
13503.0,216.85,248,1
13504.0,295.93,178,1
13505.0,4393.63,2486,4
13506.0,458.52,324,2
13507.0,2479.16,1597,4
13508.0,110.97,24,1
13509.0,979.72,1106,7
13510.0,1791.56,1386,4
13512.0,251.21,143,1
13513.0,205.1,109,1
13514.0,152.20000000000002,40,1
13515.0,891.12,681,4
13516.0,1389.41,985,3
13517.0,2128.42,1369,3
13518.0,627.16,382,1
13519.0,122.75,23,1
13520.0,3624.35,1649,6
13521.0,1071.73,718,3
13522.0,125.80000000000001,44,1
13523.0,3964.88,1752,5
13524.0,680.1800000000001,324,5
13525.0,628.78,394,2
13527.0,2242.36,1683,7
13529.0,307.76,74,2
13531.0,483.8,174,2
13532.0,210.31,129,1
13533.0,269.09,202,3
13534.0,5870.08,2961,25
13536.0,3444.39,2126,7
13538.0,1280.85,175,7
13539.0,631.34,320,3
13544.0,276.06,112,2
13546.0,621.09,357,3
13548.0,678.16,436,2
13549.0,918.2,458,7
13551.0,91.80000000000001,12,1
13552.0,3740.07,1417,12
13555.0,4098.88,2636,4
13557.0,584.06,546,2
13558.0,594.52,338,4
13560.0,171.42000000000002,63,1
13561.0,141.85999999999999,83,1
13562.0,1799.33,757,3
13563.0,777.53,209,2
13564.0,1724.67,636,3
13565.0,240.22,172,2
13566.0,856.84,567,2
13568.0,187.05,66,1
13569.0,338.62,156,2
13570.0,239.49,161,1
13571.0,2088.94,1757,12
13572.0,1384.25,534,1
13573.0,290.25,302,2
13575.0,732.0699999999999,449,5
13576.0,6717.34,2646,18
13577.0,1687.6000000000001,791,4
13579.0,467.04,176,2
13581.0,118.0,30,1
13583.0,781.03,725,1
13584.0,142.4,37,1
13587.0,712.4,180,1
13588.0,2478.95,2606,9
13589.0,379.65,114,2
13590.0,1981.92,1848,6
13591.0,1117.13,485,3
13592.0,247.95999999999998,84,4
13593.0,2011.88,719,5
13594.0,396.97,359,1
13596.0,664.11,384,2
13598.0,160.04,52,1
13599.0,5149.92,3293,21
13600.0,219.52,324,1
13601.0,693.32,548,2
13602.0,428.89,267,1
13603.0,164.34,164,1
13606.0,276.75,276,3
13607.0,675.51,288,1
13610.0,1082.33,488,7
13611.0,1154.4,754,3
13614.0,1585.46,564,4
13615.0,417.69,189,1
13617.0,544.18,300,3
13618.0,177.34,246,1
13621.0,213.85,343,1
13623.0,727.74,286,5
13626.0,257.23,209,1
13627.0,1638.47,1269,5
13629.0,7792.36,4372,11
13630.0,2031.78,1391,7
13631.0,3070.42,467,11
13632.0,2118.93,1031,5
13634.0,1547.3600000000001,700,5
13635.0,1071.03,677,1
13636.0,949.12,592,5
13637.0,804.3,405,3
13638.0,122.64,93,1
13639.0,1033.34,800,1
13642.0,312.28,151,1
13643.0,519.44,273,3
13644.0,2624.26,2067,4
13645.0,252.1,158,1
13647.0,1648.1200000000001,887,4
13649.0,346.6,139,2
13650.0,1836.34,922,6
13651.0,94.2,33,2
13652.0,1095.08,578,3
13654.0,2707.33,2182,6
13655.0,932.97,605,2
13656.0,379.65,490,2
13657.0,382.14,209,2
13658.0,2639.17,1019,5
13659.0,1563.0,882,2
13662.0,881.26,533,3
13663.0,189.47,91,1
13666.0,84.65,41,3
13667.0,299.05,149,1
13668.0,6309.83,3722,21
