CustomerID,Total_Revenue,Total_Orders,Total_Units,First_Purchase,Last_Purchase,AOV,Revenue_Rank,Cumulative_Revenue,Cumulative_Revenue_%,Customer_%
13458.0,9646.57,14,5508,2010-12-15 12:05:00,2011-12-02 15:29:00,689.0407142857142,110,3708653.5200000005,41.73023909119335,2.5351463470845816
14733.0,9585.91,12,3764,2010-12-07 11:30:00,2011-11-23 15:39:00,798.8258333333333,111,3718239.4300000006,41.83810096452539,2.558193132058078
16523.0,9418.470000000001,21,4265,2011-01-28 12:06:00,2011-12-08 09:06:00,448.4985714285715,112,3727657.900000001,41.944078781771914,2.581239917031574
12567.0,9401.28,10,4305,2010-12-05 11:57:00,2011-11-17 11:02:00,940.128,113,3737059.1800000006,42.0498631749614,2.60428670200507
14367.0,9227.82,16,4426,2011-03-08 14:12:00,2011-12-01 13:19:00,576.73875,114,3746287.0000000005,42.153695774262964,2.6273334869785665
14667.0,9175.04,25,5319,2010-12-06 13:13:00,2011-11-29 11:30:00,367.00160000000005,115,3755462.0400000005,42.256934486320176,2.650380271952063
18092.0,9068.26,11,4252,2010-12-09 10:00:00,2011-12-07 13:14:00,824.3872727272727,116,3764530.3000000003,42.35897169629419,2.6734270569255587
12451.0,9035.52,5,6575,2011-01-19 09:05:00,2011-11-29 08:40:00,1807.104,117,3773565.8200000003,42.46064051164183,2.696473841899055
13969.0,9024.17,18,4528,2010-12-09 19:32:00,2011-12-02 15:11:00,501.34277777777777,118,3782589.99,42.562181615352046,2.7195206268725514
13488.0,8968.31,13,4518,2010-12-07 13:01:00,2011-11-22 14:41:00,689.87,119,3791558.3000000003,42.663094175267844,2.7425674118460472
13090.0,8910.82,14,2263,2010-12-02 07:48:00,2011-12-01 12:39:00,636.4871428571429,120,3800469.12,42.763359850422795,2.7656141968195436
16033.0,8778.82,20,3529,2010-12-05 10:36:00,2011-12-04 12:44:00,438.941,121,3809247.94,42.86214024486054,2.78866098179304
17017.0,8694.26,20,6673,2010-12-02 10:17:00,2011-12-07 09:32:00,434.713,122,3817942.1999999997,42.959969159469146,2.811707766766536
17306.0,8631.31,19,11491,2010-12-21 13:34:00,2011-11-29 12:14:00,454.2794736842105,123,3826573.51,43.05708975270542,2.834754551740032
16656.0,8625.8,15,8894,2010-12-10 11:23:00,2011-11-17 14:43:00,575.0533333333333,124,3835199.3099999996,43.154148346723886,2.8578013367135284
17243.0,8540.05,26,3320,2010-12-05 10:03:00,2011-12-08 13:26:00,328.4634615384615,125,3843739.3599999994,43.25024207088249,2.8808481216870248
14527.0,8507.13,55,2088,2010-12-05 13:17:00,2011-12-07 12:19:00,154.6750909090909,126,3852246.4899999993,43.34596537503194,2.903894906660521
12683.0,8476.57,15,4987,2010-12-09 10:37:00,2011-12-05 16:31:00,565.1046666666666,127,3860723.059999999,43.44134481419109,2.926941691634017
18139.0,8438.34,6,5557,2011-11-21 14:06:00,2011-11-22 10:44:00,1406.39,128,3869161.399999999,43.536294084548594,2.9499884766075133
15358.0,8347.2,22,7050,2010-12-09 10:04:00,2011-12-05 09:04:00,379.41818181818184,129,3877508.599999999,43.63021783608363,2.9730352615810096
16558.0,8338.49,20,5377,2010-12-08 12:01:00,2011-12-09 10:20:00,416.92449999999997,130,3885847.0899999994,43.72404358159558,2.9960820465545055
14056.0,8152.71,23,4252,2011-02-28 15:19:00,2011-12-08 13:36:00,354.46565217391304,131,3893999.7999999993,43.81577890701934,3.019128831528002
14936.0,8137.02,8,4085,2011-03-09 11:53:00,2011-11-06 10:30:00,1017.1275,132,3902136.8199999994,43.90733768657603,3.042175616501498
16672.0,8134.9400000000005,20,2832,2011-03-18 10:15:00,2011-12-07 16:29:00,406.747,133,3910271.7599999993,43.9988730617093,3.0652224014749945
13854.0,8109.5199999999995,25,2296,2010-12-09 10:48:00,2011-12-01 09:06:00,324.38079999999997,134,3918381.2799999993,44.09012240778324,3.0882691864484904
14952.0,8099.49,11,3355,2010-12-10 12:48:00,2011-10-11 10:33:00,736.3172727272727,135,3926480.7699999996,44.18125889502693,3.1113159714219867
18109.0,8004.92,26,4230,2010-12-05 10:58:00,2011-12-08 11:36:00,307.88153846153847,136,3934485.6899999995,44.271331268653746,3.1343627563954826
14796.0,7975.49,17,5995,2010-12-08 10:40:00,2011-12-08 15:31:00,469.1464705882353,137,3942461.1799999997,44.3610724921934,3.157409541368979
12428.0,7956.46,9,3536,2011-03-01 09:33:00,2011-11-14 08:22:00,884.0511111111111,138,3950417.6399999997,44.45059958776299,3.1804563263424757
15290.0,7943.22,18,4501,2010-12-15 16:03:00,2011-12-05 11:39:00,441.29,139,3958360.86,44.53997770517578,3.2035031113159715
14849.0,7930.54,25,5694,2010-12-01 12:22:00,2011-11-18 10:58:00,317.2216,140,3966291.4,44.62921314562272,3.226549896289468
12757.0,7834.650000000001,13,2395,2011-05-12 19:01:00,2011-11-24 12:30:00,602.6653846153847,141,3974126.05,44.717369619645616,3.2495966812629637
13093.0,7832.47,8,3961,2010-12-01 15:00:00,2011-03-09 12:14:00,979.05875,142,3981958.52,44.80550156403243,3.27264346623646
12435.0,7829.89,2,2055,2011-03-17 07:40:00,2011-09-21 09:06:00,3914.945,143,3989788.41,44.893604477932506,3.295690251209956
13629.0,7792.36,11,4372,2011-01-05 12:09:00,2011-11-16 13:21:00,708.3963636363636,144,3997580.77,44.98128509951956,3.3187370361834523
17811.0,7761.82,39,4146,2011-01-10 10:58:00,2011-12-05 13:46:00,199.02102564102563,145,4005342.59,45.06862208115887,3.341783821156949
15044.0,7634.7300000000005,17,2785,2010-12-12 14:27:00,2011-11-20 13:20:00,449.1017647058824,146,4012977.32,45.15452903002281,3.364830606130445
15194.0,7616.53,15,5703,2010-12-06 15:00:00,2011-12-06 15:10:00,507.76866666666666,147,4020593.8499999996,45.2402311901818,3.3878773911039413
18172.0,7561.68,20,3184,2011-02-23 10:44:00,2011-11-25 11:12:00,378.084,148,4028155.53,45.32531617119429,3.410924176077437
13263.0,7436.93,35,4768,2011-01-18 16:31:00,2011-12-08 13:59:00,212.48371428571429,149,4035592.46,45.40899744940776,3.4339709610509335
12980.0,7374.900000000001,9,886,2010-12-16 11:36:00,2011-07-05 09:34:00,819.4333333333334,150,4042967.36,45.4919807582054,3.4570177460244293
15465.0,7354.62,18,1257,2010-12-05 10:12:00,2011-11-20 10:11:00,408.59,151,4050321.98,45.57473587387469,3.4800645309979257
17396.0,7330.8,8,2005,2010-12-03 09:45:00,2011-10-31 14:12:00,916.35,152,4057652.78,45.657222963887264,3.5031113159714216
12474.0,7324.09,18,4833,2011-01-14 10:06:00,2011-11-22 14:39:00,406.8938888888889,153,4064976.8699999996,45.739634552130056,3.5261581009449183
12583.0,7281.38,15,5060,2010-12-01 08:45:00,2011-12-07 08:07:00,485.42533333333336,154,4072258.2499999995,45.821565562043816,3.5492048859184147
13018.0,7277.7,28,5435,2011-02-17 11:05:00,2011-11-23 13:28:00,259.91785714285714,155,4079535.9499999997,45.90345516413152,3.5722516708919105
18229.0,7276.900000000001,20,2488,2010-12-01 16:25:00,2011-11-28 09:48:00,363.845,156,4086812.8499999996,45.98533576451791,3.595298455865407
16729.0,7205.33,21,5722,2011-04-12 14:22:00,2011-11-01 14:29:00,343.11095238095237,157,4094018.1799999997,46.06641105020029,3.6183452408389027
16745.0,7180.7,17,6719,2011-02-01 11:31:00,2011-09-14 11:58:00,422.3941176470588,158,4101198.88,46.14720919600339,3.641392025812399
16873.0,7123.62,6,3840,2010-12-10 15:45:00,2011-12-05 12:05:00,1187.27,159,4108322.5,46.22736507041757,3.664438810785895
13324.0,7121.95,10,5205,2010-12-14 09:50:00,2011-11-03 16:28:00,712.1949999999999,160,4115444.45,46.30750215378024,3.6874855957593917
16923.0,7069.08,19,3344,2010-12-12 11:06:00,2011-11-27 13:00:00,372.0568421052632,161,4122513.5300000003,46.38704433720718,3.710532380732888
13985.0,7060.13,15,3447,2011-03-20 13:48:00,2011-12-05 17:06:00,470.67533333333336,162,4129573.66,46.466485814100636,3.733579165706384
14961.0,7044.68,9,3708,2010-12-14 11:38:00,2011-11-29 09:42:00,782.7422222222223,163,4136618.3400000003,46.545753445637416,3.7566259506798803
12766.0,6989.63,7,3646,2010-12-08 13:53:00,2011-12-06 08:46:00,998.5185714285715,164,4143607.97,46.62440164760236,3.779672735653376
12798.0,6977.04,3,5256,2011-06-22 10:11:00,2011-11-29 15:52:00,2325.68,165,4150585.0100000002,46.70290818529285,3.8027195206268725
12989.0,6924.110000000001,15,2943,2010-12-10 13:24:00,2011-12-06 15:28:00,461.6073333333334,166,4157509.12,46.780819147919985,3.8257663056003683
13027.0,6912.0,6,17280,2010-12-20 12:45:00,2011-08-18 09:39:00,1152.0,167,4164421.12,46.85859384729344,3.8488130905738647
16187.0,6911.4400000000005,15,5048,2011-02-28 13:34:00,2011-11-08 09:50:00,460.7626666666667,168,4171332.56,46.93636224547598,3.8718598755473614
16713.0,6910.78,15,4271,2010-12-08 13:01:00,2011-11-21 12:36:00,460.71866666666665,169,4178243.34,47.014123217254934,3.8949066605208573
17416.0,6893.42,7,4302,2011-03-03 13:45:00,2011-11-10 12:47:00,984.7742857142857,170,4185136.76,47.09168885211532,3.9179534454943536
12705.0,6868.29,9,3997,2010-12-17 15:58:00,2011-11-24 13:17:00,763.1433333333333,171,4192005.05,47.16897172103311,3.9410002304678495
12476.0,6816.42,11,2408,2010-12-13 14:39:00,2011-11-24 12:40:00,619.6745454545454,172,4198821.47,47.24567094214179,3.964047015441346
12830.0,6814.64,6,9848,2011-06-21 10:53:00,2011-11-02 11:54:00,1135.7733333333333,173,4205636.109999999,47.32235013446505,3.9870938004148417
15601.0,6776.56,14,4983,2010-12-02 10:39:00,2011-11-28 15:15:00,484.04,174,4212412.669999999,47.398600845805646,4.010140585388338
16652.0,6773.97,7,3283,2011-03-11 13:13:00,2011-10-12 09:38:00,967.71,175,4219186.639999999,47.47482241413823,4.033187370361835
18055.0,6761.34,10,2452,2010-12-05 10:52:00,2011-12-02 14:25:00,676.134,176,4225947.979999999,47.55090186811128,4.056234155335331
16532.0,6748.8,3,2016,2011-01-05 12:37:00,2011-11-22 11:08:00,2249.6,177,4232696.779999998,47.6268402204162,4.079280940308827
15023.0,6720.41,11,2827,2010-12-05 13:49:00,2011-12-06 17:23:00,610.9463636363636,178,4239417.189999999,47.70245912484566,4.102327725282323
13576.0,6717.34,18,2646,2010-12-01 17:24:00,2011-11-29 15:34:00,373.18555555555554,179,4246134.529999998,47.778043485246315,4.125374510255819
15249.0,6688.46,13,3577,2011-03-28 12:49:00,2011-11-08 11:45:00,514.496923076923,180,4252822.989999998,47.85330288422944,4.148421295229316
16746.0,6680.11,18,4660,2010-12-16 11:43:00,2011-12-05 12:33:00,371.1172222222222,181,4259503.099999999,47.928468327955095,4.1714680802028115
16353.0,6675.71,23,2006,2010-12-05 12:09:00,2011-12-06 12:23:00,290.24826086956523,182,4266178.809999999,48.00358426232349,4.194514865176307
12626.0,6620.48,9,3453,2011-01-17 11:01:00,2011-11-16 16:06:00,735.6088888888888,183,4272799.289999999,48.07807874173727,4.217561650149804
16182.0,6617.65,4,3791,2011-02-18 10:11:00,2011-09-28 13:23:00,1654.4125,184,4279416.9399999995,48.152541377632645,4.240608435123301
